X	Y	Z
9985.714	6908.474	51.491
10763.751	8703.011	115.419
11032.521	2510.33	7.142
11923.445	2717.221	-8.37
12300.386	12454.454	110.719
12488.731	26579.533	12.652
14111.786	11820.365	97.792
14413.228	18041.713	55.398
14988.14	5517.247	93.988
15087.657	7064.644	87.239
15186.745	21916.084	-5.341
16577.463	16416.014	-42.926
16754.854	24051.574	144.482
18179.594	20026.176	22.778
18272.23	25698.555	65.179
18429.129	17909.264	-4.305
18785.441	26827.723	6.417
20688.861	20396.174	-3.55
21236.443	16569.803	141.244
21367.693	15183.5	58.822
21971.158	21043.59	-31.58
22182.639	17116.168	21.889
22633.68	8709.382	67.428
25258.879	24028.67	41.378
4490.995	16884.311	59.489
4819.005	15322.81	53.565
6113.376	21866.635	-10.123
6583.77	10497.907	1.831
7494.949	18914.592	-42.456
7703.284	2228.103	98.846
10714.046	8607.441	36.949
12069.44	24818.346	53.914
12214.177	9731.394	29.875
14424.879	18045.803	26.671
14670.061	3715.596	220.755
15634.843	22618.242	29.622
19426.691	18256.549	38.124
20694.029	25177.117	29.133
21641.424	21644.242	37.356
24810.289	12109.998	91.927
25301.084	22964.172	-10.811
26684.889	23800.064	-10.197
4192.462	11089.267	178.93
5340.85	16378.028	-1.755
6600.183	7741.837	-11.786
8461.84	22537.693	72.963
9411.295	2286.302	88.389
11076.829	4498.404	31.798
12215.053	9743.954	26.672
15467.819	4339.223	51.646
18481.4	7978.252	205.378
18485.695	17934.281	30.651
18645.043	6805.437	84.112
20294.982	7974.087	22.188
20759.219	8664.46	195.582
20622.357	25199.742	7.255
20717.74	26748.049	62.617
21405.219	15251.048	206.693
21602.201	17783.418	11.686
22258.498	25078.557	-27.446
23182.098	11368.461	65.292
23154.35	26102.393	51.782
23670.816	21070.381	149.744
24117.324	23599.779	97.625
24668.699	14351.927	-36.643
25014.383	17278.467	21.203
27526.375	21212.268	-3.023
5299.157	6016.431	292.744
5862.695	11803.486	3.181
6715.102	22241.623	162.795
7243.683	20637.852	-16.23
8630.423	23627.365	103.81
8936.881	20971.328	31.055
10283.696	6800.052	-0.052
11137.999	16955.795	14.33
12233.913	17115.391	-47.23
13710.795	16553.373	110.267
14883.12	7157.153	103.456
14800.667	17671.717	-10.977
15223.643	4227.838	199.596
15096.032	26572.027	76.157
17761.076	7193.091	226.486
18292.711	11448.735	-24.581
18638.662	6796.763	111.443
18620.211	23339.5	-20.207
18859.293	11081.246	43.042
18792.221	8500.483	15.562
19545.838	20101.357	-0.771
19817.605	10150.642	-25.461
19899.627	15633.197	65.171
21084.242	9424.5	62.061
21426.094	23600.393	57.859
25030.07	17268.16	54.182
3573.837	15143.271	11.865
6173.741	13901.315	85.715
6921.271	15749.332	-5.673
7238.241	20635.705	3.639
8560.953	23210.277	33.104
9546.878	17709.404	32.343
9919.175	21600.191	59.236
11682.803	23174.844	249.474
12304.68	12499.092	56.795
12751.071	8450.939	49.868
13395.15	3204.951	43.218
15129.701	24556.809	57.561
16428.35	17327.727	-27.485
17945.119	7513.806	81.39
18119.842	25728.887	-30.311
18507.953	10380.574	121.703
18730.166	26430.457	9.552
19224.785	17722.561	33.865
21808.525	19902.746	147.444
22475.373	9261.451	44.641
22920.195	17990.672	30.349
23267.254	10041.883	42.52
25099.588	13675.518	41.613
26380.596	24339.598	44.589
29185.385	17904.432	61.806
6234.909	21897.621	-8.075
6717.491	4576.052	179.385
6858.025	21254.279	50.297
6932.164	4358.318	275.513
8400.363	23650.561	189.606
9049.748	20056.518	13.629
9801.278	3199.539	-14.501
11098.094	10470.349	27.973
11521.685	20809.414	196.078
11633.794	3287.879	78.918
12240.441	7841.212	-11.794
12942.561	17901.781	32.373
14619.211	7156.762	88.433
15545.588	11611.894	172.347
16413.449	17339.52	-7.352
16614.537	6836.544	-33.914
16722.445	24747.477	51.234
17944.15	7540.158	46.507
18028.453	11970.172	94.212
19863.883	10062.242	82.06
21192.967	25678.734	-45.738
21655.434	11553.551	113.13
22286.242	22503.229	121.938
22779.461	13140.441	28.393
22787.865	18253.154	73.371
23622.736	16172.971	70.075
23891.729	24414.641	87.834
25256.592	23814.18	132.439
25342.068	15997.828	171.195
27166.885	17759.705	-0.142
29184.93	17910.406	53.691
5980.349	11935.519	14.467
7190.133	4029.618	88.169
7651.954	15374.839	2.067
7781.514	5783.899	154.476
8922.119	3202.919	126.157
9990.733	15322.485	-28.937
10548.992	25668.16	94.459
12176.224	7891.383	24.867
12998.714	20098.734	178.732
13465.38	3106.326	63.95
14022.229	25040.449	45.988
15694.081	16814.582	-5.365
16808.439	5827.721	105.59
17576.674	8866.386	94.149
17726.387	22088.236	3.409
17931.092	7547.135	28.273
19443.254	18363.297	69.07
19847.99	25408.342	-49.203
20870.605	7689.762	254.061
21050.414	14209.153	92.423
21236.385	16550.201	164.443
22781.572	25271.012	47.055
22791.682	18294.572	112.727
23422.736	17045.443	7.877
23623.85	16167.196	68.678
23887.703	24412.512	153.079
24503.898	22391.283	19.77
25073.148	11436.166	90.984
26564.164	17452.92	89.255
5214.183	17831.639	-27.893
5981.827	11921.103	2.584
6900.138	1110.57	128.553
7194.63	3020.523	54.843
7150.061	14905.524	106.266
7093.369	19433.668	43.276
7686.543	22792.672	58.223
8216.182	11750.996	82.561
9504.129	17134.99	53.571
9837.104	13711.088	-20.584
11331.047	12513.297	73.501
11383.863	11839.128	23.016
11683.72	17387.455	2.141
12164.445	7021.656	150.311
13661.603	4522.527	54.392
16088.559	23917.154	-5.457
16527.508	14463.553	431.972
16980.506	7041.104	84.517
18323.713	21131.492	79.253
18804.982	17101.701	58.977
20661.625	12597.407	24.291
21539.045	17894.625	37.225
21657.391	21675.43	6.595
22878.238	23086.682	51.45
23697.707	21076.723	20.667
24079.775	17699.65	-37.96
24442.188	16574.031	163.083
24493.129	22394.146	-5.701
24871.137	25711.043	6.255
25483.893	21112.111	145.682
25975.865	24409.387	10.512
26560.682	17445.615	64.429
29505.078	21206.723	51.182
5926.442	16116.877	-43.571
7096.939	19455.283	4.345
7097.674	6067.698	80.214
7217.401	15011.453	72.991
7883.514	2246.841	46.105
9858.556	13727.032	12.142
10364.464	7622.951	63.111
11181.378	4519.637	77.829
11573.942	20753.781	145.698
12604.075	17728.754	-8.365
12841.475	23036.838	-10.345
13939.198	16054.182	136.164
15258.658	22176.262	81.457
16348.74	9529.923	17.837
16688.318	10172.026	40.702
17255.994	9493.39	16.246
17576.855	23538.186	172.35
17714.305	20088.449	110.865
18320.852	21122.176	223.976
18721.238	8662.227	76.769
19748.248	10113.364	31.06
19661.547	25825.869	46.521
19730.863	27397.992	197.871
20498.252	7710.655	85.4
20668.248	6923.097	92.134
21246.73	20812.902	66.183
21659.986	21667.062	49.294
22806.711	13254.674	18.314
23202.818	26622.162	-7.893
24443.111	16579.5	75.416
24825.967	25691.311	79.585
27697.531	20129.043	86.841
28297.756	28159.467	-21.629
29509.27	21208.418	118.293
7055.301	8524.746	95.615
7219.885	15013.674	75.3
7263.674	5620.704	73.649
8402.738	6709.109	89.247
9865.487	15897.908	0.367
9924.377	21348.332	-14.23
10406.805	7187.5	14.181
10541.923	12974.252	40.804
10970.029	2796.017	200.797
11193.826	4510.449	326.644
11534.477	24934.178	-2.722
11680.086	3909.529	10.573
12492.485	25804.77	-15.274
14035.697	9140.294	72.977
14411.801	27041.822	60.402
15018.658	5528.608	151.975
16345.734	16763.16	-11.138
16911.277	5692.608	100.255
17673.965	8336.87	254.077
18409.887	20074.855	39.014
18520.438	10506.46	200.394
19772.434	10112.611	47.081
19839.281	24102.693	12.884
20816.846	6898.815	32.447
21295.506	8335.164	36.321
21982.027	23524.412	48.515
22129.037	17119.463	83.96
23435.158	17086.248	42.075
23587.238	15379.341	78.265
23980.828	11502.317	255.883
24798.729	14255.743	63.98
25183.916	21290.406	59.746
26033.215	24437.801	74.001
27852	17062.805	50.311
5938.354	7547.493	54.364
6717.758	4619.12	54.883
7075.356	16716.887	48.302
7440.201	7476.213	158.552
8207.456	12206.402	199.703
9101.277	19633.805	24.146
9184.971	25221.631	69.32
10155.606	12499.207	576.721
10221.367	24495.645	108.354
10376.852	7204.334	118.057
10690.384	18039.936	8.337
12079.833	7694.508	25.951
12390.888	10069.445	34.97
12312.727	18243.072	42.908
12623.48	11146.143	-44.987
12640.671	17690.906	-31.319
13033.334	8420.72	180.494
13614.004	21053.318	679.988
15106.418	17691.018	-30.56
15242.792	8911.348	-25.899
16233.994	15827.712	15.49
16171.548	18446.666	160.955
16878.447	6965.146	54.529
16954.59	8652.396	737.296
17122.963	10645.42	1.994
17230.158	9728.202	10.993
17413.465	17814.248	32.902
17664.4	24091.396	119.028
19211.871	6615.568	100.411
19195.898	9695.297	42.838
20880.295	13046.615	-10.445
21296.678	8337.008	101.367
22002.844	13310.421	72.393
22970.518	18419.824	88.238
23293.221	10001.953	22.174
24121.719	17690.521	-29.355
25552.145	15913.245	46.835
26388.982	14404.253	151.079
26768.311	23762.098	88.4
27215.898	17656.346	-6.067
6738.354	6614.033	75.963
7242.544	5614.067	113.858
7142.754	9694.177	-27.989
7663.936	20312.396	54.136
8210.708	12178.123	85.77
10198.396	24502.432	36.18
10677.336	18121.363	207.314
11384.953	10594.635	32.365
11988.47	14507.599	173.962
13478.832	3909.504	39.073
14000.487	19473.078	80.44
14561.72	5517.341	95.845
17113.17	6943.69	71.839
18166.164	14578.056	31.55
18156.592	26846.633	-26.553
18987.045	23779.752	-32.112
19496.699	13699.951	25.907
20677.441	8102.09	62.983
20870.479	13052.562	52.139
21425.076	9126.541	25.503
21996.09	13314.386	81.597
22602.889	9755.303	72.853
23209.109	10417.656	115.059
24180.387	13373.26	101.859
25362.295	22879.205	13.345
25533.615	15901.352	95.028
26058.613	14534.477	-2.53
26270.918	19687.055	172.553
26951.891	23806.496	93.354
27435.23	21107.303	20.985
27769.793	22618.344	12.192
3699.651	9446.137	-47.377
4575.464	14746.918	17.454
6987.71	16604.436	24.777
7118.833	13734.555	54.03
8504.197	8560.221	160.802
8918.874	3414.115	173.528
9173.546	11797.625	238.467
10256.235	24467.25	77.353
10644.623	18086.812	447.838
10735.096	16489.119	161.135
10979.826	2677.205	29.228
12407.663	25483.268	107.304
14034.901	7785.914	64.327
14911.155	4193.437	-41.098
16192.485	6738.685	16.545
18758.082	25781.244	-3.873
18940.094	23799.916	68.474
20161.775	25871.168	27.945
20437.316	22636.58	147.285
21245.002	16538.836	114.383
24014.754	13460.181	-17.225
26335.412	19723.184	107.581
27724.887	22642.32	-10.228
28306.191	28168.033	-43.629
5255.482	3508.295	43.087
5828.286	18673.764	32.443
6299.494	13255.709	24.711
7273.188	16061.231	96.927
7242.194	20637.369	64.962
8141.198	12800.851	120.057
9414.864	17715.557	17.577
9574.101	19097.428	-10.148
10766.104	16490.811	167.399
11596.579	24893.752	0.589
13026.875	23462.041	3.191
13594.965	22373.057	-35.876
14366.713	3570.177	77.146
14467.935	17499.955	110.546
16943.291	7008.252	134.806
18097.977	15818.529	31.86
18292.6	10069.146	89.473
19055.201	10286.229	100.642
19435.949	20133.357	-47.277
20348.717	25857.318	-11.9
21257.645	16541.896	128.149
22635.752	8528.646	155.741
23947.299	25206.715	120.393
28279.916	28165.117	39.643
9424.567	17712.734	355.101
9697.756	9791.08	202.847
12227.955	9793.374	95.911
13036.316	23479.604	75.113
13265.373	22212.945	93.586
14409.086	3546.042	145.032
16203.404	6772.762	40.1
16115.701	23953.994	11.84
18030.582	15787.42	102.763
18323.639	24803.174	-7.305
18791.072	23243.969	43.353
18887.104	19230.213	62.832
19482.297	6871.166	37.741
19603.312	20197.691	-30.973
19601.184	13677.195	278.975
20386.117	7916.507	38.438
22522.654	16381.352	212.529
23509.756	14092.873	39.103
23769.328	24536.951	81.469
6765.974	12235.398	106.005
7324.371	5670.393	253.788
7570.334	5422.438	-38.271
11780.609	20826.758	274.965
12910.244	17136.047	138.825
13752.222	9587.218	51.4
14062.969	26898.66	138.559
15972.936	7914.736	38.197
17612.906	23530.582	36.282
17978.438	13399.105	116.848
18949.809	27035.053	165.094
20048.291	10017.189	157.338
20261.367	13255.17	103.61
20258.094	25790.258	0.098
21809.359	24651.178	30.012
22146.754	22527.885	-3.658
22975.645	22998.1	188.293
25319.582	20501.57	46.392
26269.201	15044.029	201.334
26450.598	24278.988	71.838
27850.164	17138.389	463.562
29557.781	21081.15	105.933
6395.426	20293.434	13.633
7127.759	20522.432	68.388
9581.117	17338.498	104.691
9544.912	20312.203	-9.268
9621.492	16701.396	101.465
10433.262	2708.36	96.564
10804.283	19112.207	15.162
11118.628	2494.612	36.405
12334.322	12408.244	62.133
14007.36	7233.927	70.42
14709.351	6968.805	27.532
16700.406	4884.717	123.699
17160.662	5339.491	57.105
17788.883	8271.841	173.467
17751.504	20564.617	76.77
17955.076	13414.731	114.191
18319.182	25724.033	53.761
20044.666	10021.025	132.298
20347.283	8424.387	1.452
20605.562	27146.385	88.428
21990.656	27950.412	-17.402
22556.951	26821.221	3.881
23118.549	17211.637	90.765
23335.326	11575.697	62.56
24430.428	24075.064	49.945
26343.717	14500.493	-35.779
6017.959	18306.4	-4.619
7904.595	19519.414	25.026
9423.417	20213.492	13.708
9754.991	4861.647	86.712
10795.88	21236.141	139.219
10932.604	4493.487	-23.834
11573.712	26418.402	99.207
11854.898	6067.425	18.621
12171.985	7052.144	108.403
14677.707	27716.604	30.92
15538.902	8158.59	-29.987
15748.34	6257.586	78.58
15880.021	26383.061	-21.749
16517.328	29504.256	19.343
16681.186	10264.52	7.67
17790.152	8259.552	59.146
20056.334	10007.278	107.589
20286.199	26006.701	-21.564
20794.393	6001.349	14.228
21894.244	13471.078	29.27
22338.465	14291.104	206.292
23141.191	17057.664	60.128
25158.178	25907.33	-46.089
25537.877	21025.812	76.374
28305.328	28167.576	191.835
5655.911	21115.623	-18.512
7081.814	4026.226	79.347
7806.584	5089.617	171.915
8268.95	18852.07	34.882
10273.35	13845.357	44.331
10386.46	19237.4	80.774
12015.309	12963.768	142.715
15718.232	26291.979	24.006
15748.449	6253.099	46.656
17150.096	25845.041	68.025
17290.123	9405.54	-28.846
17797.355	8268.621	-11.404
18027.043	11171.406	77.791
19589.953	10694.971	63.593
19627.652	19003.479	-5.916
20674.844	8145.523	53.409
22050.43	18098.113	140.995
23157.893	17084.102	5.031
23985.455	13124.994	50.763
23929.301	24140.605	179.793
24611.506	14403.584	236.334
28297.912	28150.473	-10.148
4590.051	14697.07	125.474
6226.524	20056.254	34.1
7103.436	14984.232	-2.68
7492.971	18910.123	-36.481
9468.271	17027.541	-13.053
11847.714	17296.213	94.844
12105.381	25119.021	25.55
14055.511	26990.109	79.384
16668.846	15656.645	96.915
18305.449	6325.154	501.263
18874.533	27607.902	-49.742
21380.998	15226.521	-21.954
22949.049	17970.033	112.686
24101.043	15589.396	82.194
25027.369	23444.1	14.264
26623.793	18666.676	23.984
27472.99	19230.217	40.053
5543.551	19992.787	62.368
5995.182	18704.336	20.823
7283.032	16909.348	69.836
9123.488	8121.397	7.885
9833.563	2512.978	19.775
9753.816	4961.835	151.218
11192.16	24673.346	18.419
13144.146	11430.396	31.736
13459.502	21032.867	48.639
16331.49	27259.541	12.308
17155.771	6940.746	-15.462
17088.766	19542.785	13.685
18310.439	6369.359	80.861
19200.523	6615.021	13.387
20524.77	13770.972	6.672
20741.449	6731.46	43.14
20892.035	6098.612	86.677
21003.928	9384.532	256.004
21309.477	15079.431	-17.184
21360.537	7078.106	17.14
22327.816	18215.629	26.768
23654.244	17297.502	162.291
23711.959	19531.615	28.792
24029.545	11588.147	63.56
24181	20052.998	99.272
25924.684	23004.576	19.058
26940.479	23806.797	-7.866
27464.156	19227.998	73.56
6550.688	4914.461	42.974
6947.79	9154.315	52.75
7292.016	16896.838	49.902
7528.43	24047.814	29.339
7749.651	5102.45	210.72
8369.522	16426.857	178.872
8897.199	15401.352	76.93
9149.031	12357.3	-29.751
9477.858	2227.622	34.642
10143.613	16507.695	63.168
10133.8	12506.972	-39.515
10544.562	13119.018	62.854
11209.083	24652.803	6.982
12057.42	9773.41	17.439
13175.748	26790.424	11.231
13187.625	22310.16	76.09
13855.828	16596.615	700.3
14442.706	27011.707	-25.609
15001.588	7076.334	-9.525
15390.372	5776.364	192.517
15938.121	26229.963	4.103
16943.152	8617.564	186.449
17563.594	27712.004	31.106
18448.742	26769.229	-13.722
20259.99	13142.939	100.684
20796.43	6835.774	8.492
20897.066	6094.977	97.542
20995.516	9369.141	164.685
21324.742	15080.847	-7.38
24520.654	19156.9	-16.322
25042.906	21306.811	44.678
25908.48	22999.875	198.954
26455.236	14284.551	206.517
26509.713	17378.396	83.486
26867.402	23246.73	35.541
29386.033	22113.596	118.851
4363.638	16197.93	72.706
4414.752	16922.27	85.128
6870.656	14562.858	881.604
7449.129	20946.223	66.534
8098.528	5397.105	81.475
9854.964	21556.033	-34.79
10129.664	12486.358	104.424
10116.102	16501.793	84.22
10327.683	5562.863	126.208
11975.832	2725.514	189.437
12182.044	7930.828	71.517
12734.005	20119.801	132.077
15052.114	5455.214	117.701
15204.329	8957.757	81.016
16924.83	17532.814	-8.455
17325.119	18150.133	-8.904
18450.455	26773.564	21.576
18965.123	11292.905	64.139
18970.846	23850.301	14.56
19190.457	9750.244	174.054
19765.787	25910.834	142.066
20704.238	8149.891	90.041
23424.721	11508.03	14.782
23500.947	15484.027	25.974
23517.023	20911.52	53.822
23717.369	14403.127	74.539
23684.701	26496.434	93.519
24313.98	21451.879	-7.053
26527.789	14295.228	205.632
26739.74	14082.965	88.127
4898.127	25670.814	34.817
5724.458	18641.68	-8.506
11952.363	2654.149	32.329
11979.837	6128.287	40.036
14191.549	9049.925	21.496
17550.227	10782.589	259.923
19756.402	25918.777	-23.84
20198.959	10920.78	55.496
20985.984	26747.709	14.429
21198.287	16562.021	11.777
21830.252	22067.398	26.258
22440.764	23229.445	96.048
22924.65	18044.432	6.119
23184.951	11429.271	47.216
23670.213	26511.623	81.681
24320.893	15391.946	709.593
24588.346	16562.164	48.165
25986.324	20824.883	-1.776
4897.731	25654.908	3.983
5476.318	20117.287	14.714
5563.027	17825.795	13.437
7748.387	16574.605	6.485
8280.291	21586.922	5.308
8912.414	1243.016	13.612
9173.128	20038.555	68.18
11458.746	10590.871	32.148
12181.389	19163.252	101.773
14225.905	9036.552	138.292
14535.437	7215.708	158.888
16208.062	15764.591	84.186
17717.197	16664.596	-18.864
18919.688	26963.322	23.921
20060.387	9951.127	52.5
21704.137	21639.234	59.789
22603.213	8583.386	159.507
22818.316	11956.006	46.403
24138.406	20494.807	20.911
24708.172	22078.789	46.606
26267.533	24611.943	535.477
26583.916	12767.808	32.361
6493.665	6690.651	6.086
6912.677	9237.691	59.522
7244.186	2998.5	54.093
8875.945	3564.761	211.606
9115.053	11356.807	-21.49
11280.135	19730.072	-0.899
12360.972	19396.953	-23.86
14480.52	22239.869	58.824
16211.11	15772.557	123.989
16557.566	8644.742	150.455
17183.904	6918.683	174.444
18678.117	23253.164	38.719
18948.842	8141.872	177.81
18833.012	10919.682	-24.388
19126.664	19587.963	24.293
19163.953	9655.329	36.158
19769.363	19947.205	85.694
20179.422	8105.657	21.488
20909.693	13087.298	90.006
21035.066	17123.01	120.674
21532.99	7362.72	90.636
21890.279	23522.936	188.264
22342.154	25205.646	19.826
26352.828	19603.92	111.63
4014.302	11616.807	145.406
4464.33	16938.178	38.835
6351.571	5747.16	52.019
6675.746	3790.709	77.658
6874.819	21326.662	17.604
7086.244	13721.234	62.232
8845.05	7515.131	39.156
9084.92	11331.491	16.141
11322.21	11913.858	5.802
11595.8	3200.574	19.018
13970.575	20148.068	70.473
14217.664	8648.826	10.606
14569.815	15529.964	33.092
16559.801	15850.15	221.402
17465.822	5082.306	-4.335
18839.709	22010.24	-25.802
19511.479	6731.922	31.807
19711.92	23915.432	17.93
20448.277	12296.003	-21.39
21064.014	14241.021	96.978
21257.221	26382.836	37.443
21522.346	12179.043	92.19
22213.297	15880.95	-42.544
22478.779	23254.947	69.169
23208.561	11348.419	-39.986
24845.395	22069.139	42.291
25218.453	25525.145	264.496
25460.961	12825.149	106.312
25940.893	23019.969	-22.428
27994.312	18572.061	-45.262
5825.899	9055.556	76.391
6110.105	18737.629	8.723
6718.264	23432.828	-29.954
7841.946	19145.273	9.972
7981.974	5230.064	158.986
8171.196	21641.543	68.228
8871.247	9282.642	121.381
11162.55	2496.712	94.842
12099.689	9790.208	9.212
12932.359	5818.467	46.065
13082.581	9441.713	58.257
14077.552	17675.557	17.422
15190.786	25489.051	58.446
15558.757	4251.527	9.93
15545.255	8101.588	25.607
15820.131	26269.855	72.95
16556.211	15848.571	65.852
16614.312	21909.283	60.944
17583.85	8906.555	70.846
20296.795	10428.528	175.162
20411.742	25014.578	-9.561
20699.359	7841.938	14.503
22064.932	15862.411	190.056
22337.596	22369.084	49.422
23216.863	10594	107.741
24844.08	22062.373	-3.947
25161.396	23992.059	37.995
26418.188	14284.673	114.69
27683.945	18117.711	22.011
27809.67	22677.295	71.402
9984.4	20035.859	46.47
10823.478	2758.118	54.635
10812.052	4391.852	7.205
10998.41	11901.062	11.525
11117.852	22934.693	29.007
11580.487	8599.353	130.805
11826.328	4710.364	34.639
12223.229	14315.151	-3.109
12276.023	7883.184	78.863
12267.334	21917.707	82.752
12592.713	4623.16	-33.406
12581.774	25871.736	87.196
13833.354	27708.314	203.095
15831.838	26264.748	38.887
17085.453	6929.799	63.353
17733.543	11330.606	42.008
17721.127	14730.895	133.853
18140.361	25757.998	41.913
18491.492	7962.896	104.661
19665.066	5298.141	96.246
21212.93	16528.289	198.036
22083.977	17027.461	97.645
22294.434	15804.9	146.632
23191.74	11342.267	63.662
23483.635	17065.961	35.4
24233.051	10444.462	-17.618
24443.865	24131.016	83.722
24684.525	21208.512	-14.049
26125.207	19462.449	91.374
29581.902	21027.539	124.885
6778.777	23435.473	204.943
7307.526	11338.579	247.886
7424.843	18137.438	60.348
7695.61	20438.467	34.018
8331.089	21522.338	107.244
9865.776	12619.663	19.955
10433.971	2585.772	28.127
12210.239	14307.937	23.297
12578.506	25876.521	27.572
14898.46	23430.93	-23.793
15240.646	24518.416	105.796
16756.477	7832.539	84.311
16794.795	15701.574	72.694
18399.201	10134.717	13.494
18511.42	11775.731	203.647
19746.801	15781.176	15.408
21075.119	26784.086	128.182
21235.721	16548.215	273.443
21516.141	20219.85	141.064
21978.133	13337.9	39.734
24628.387	14414.452	16.014
24676.08	21212.52	53.043
25383.945	15952.946	-9.687
27180.727	16018.946	22.609
4293.394	10973.387	71.347
4475.958	18244.918	-14.662
5485.475	20144.402	37.08
6040.001	10270.096	-14.592
6156.828	13813.129	6.937
6973.168	3983.904	43.983
7417.653	18135.473	26.354
7500	16482.84	82.523
8425.583	23717.051	42.906
9881.024	21227.508	57.52
11463.135	20866.738	130.846
12575.617	25875.148	210.325
16758.863	7834.449	43.044
16834.16	15724.379	242.466
17726.328	8155.499	36.565
18042.646	11199.941	19.206
18071.02	16478.012	39.756
19051.424	19666.373	77.428
20068.494	16981.812	501.632
20628.91	11925.273	31.777
21213.164	20856.641	123.878
21499.99	12235.479	79.192
21729.332	13215.321	-0.982
21838.543	23552.875	30.503
22467.537	9518.941	93.926
22105.656	21166.961	159.035
22216.736	17086.711	36.751
22364.432	22491.258	126.471
22529.207	14245.188	98.307
23427.883	22928.754	45.458
23885.051	18972.213	52.687
24620.652	14397.359	130.218
24565.859	23997.447	219.308
26303.293	21828.768	53.571
6798.11	23432.844	36.17
7055.436	14791.165	83.68
7254.864	12863.121	38.587
7971.875	5434.596	126.329
8455.687	23703.182	6.175
9072.73	16456.621	85.38
10259.576	24464.336	-33.018
11409.998	10503.949	13.69
11403.031	19421.049	-14.775
11842.174	6040.541	34.354
12178.814	7107.164	239.503
14030.071	26888.42	32.088
16614.572	6715.641	1.14
16744.941	15670.794	33.754
18038.26	11192.187	99.389
18104.545	26939.012	-3.463
18792.871	8704.739	67.475
18969.836	8032.085	29.831
19239.182	15717.483	126.774
20894.377	7511.225	51.386
22528.139	14265.578	309.08
22852.201	25168.994	95.616
22989.125	18169.83	1.078
24534.635	15766.936	-7.212
26825.875	21995.219	26.671
28023.633	20547.344	41.574
6815.148	12138.279	47.42
7352.655	3375.374	83.22
7867.748	14215.945	110.469
8937.328	4476.196	143.001
9966.614	5230.344	18.607
10589.207	18111.309	-18.887
12855.238	12552.89	-3.127
12775.168	27674.352	37.983
12983.196	23398.193	52.256
13917.307	19530.16	167.408
14038.886	26909.123	-5.333
16055.002	16154.128	136.418
16313.614	9585.202	48.858
17364.863	9629.062	23.393
17231.283	16679.969	-6.792
18807.436	8474.192	114.991
19409.504	7017.842	-2.964
19773.67	23003.656	90.746
20248.436	25823.918	-8.307
21630.279	17783.102	69.944
22570.713	16136.105	-3.487
22699.826	24449.223	39.645
23545.193	26517.264	-10.042
24543.895	22362.283	1.157
26002.707	19525.812	88.032
26683.285	16915.596	56.1
26930.273	22778.125	106.482
27714.578	20405.797	17.579
5969.793	18344.818	113.446
6815.017	12127.469	54.08
7330.254	11272.57	-13.946
7594.351	12316.801	180.669
7998.828	2298.163	-14.761
8858.082	3489.058	38.154
8957.593	4471.419	96.747
8989.507	15409.147	27.9
9291.003	25134.98	77.527
10180.938	24386.801	1.85
11216.429	24743.84	29.142
11957.127	6161.417	79.199
12337.421	12454.454	6.328
13278.77	7688.638	105.142
14886.825	17738.719	316.316
18231.387	14669.016	80.682
18939.197	10898.891	51.279
19057.752	8124.058	8.054
19718.48	15769.894	54.508
20365.895	12225.609	19.812
20401.021	21983.498	-4.555
20836.801	13038.341	134.281
21002.695	9414.519	53.78
22738.426	24442.459	100.506
24590.385	22307.773	77.468
25917.814	19368.582	15.147
5407.697	16350.585	102.949
6953.233	9227.231	278.283
7257.031	12886.396	65.674
7410.302	11266.484	136.098
7438.127	12606.188	-40.213
9700.261	19520.467	14.222
10532.989	12827.178	-19.157
12330.999	12449.77	17.277
12181.316	19283.277	659.509
12637.519	25099.238	80.082
13457.649	4939.688	133.174
14160.201	9103.024	72.909
14958.305	27860.242	158.022
16028.404	10959.784	101.861
16825.096	5729.236	248.82
17600.828	8843.247	-24.253
17669.217	25656.975	-39.174
18337.848	16796.32	121.54
18765.455	18628.135	10.507
19593.559	18969.91	-31.763
19632.984	25900.938	127.83
19883.648	24216.1	82.404
20343.215	7940.812	189.723
20343.199	12244.857	89.075
20686.037	27104.631	132.048
21915.068	23590.244	139.382
24175.129	11191.475	20.941
25198.746	23862.363	100.351
25300.645	15964.881	162.301
25955	20919.332	66.641
26232.4	15908.798	124.463
26409.979	14450.597	-48.185
27604.162	20324.73	84.761
5537.282	17630.117	-22.175
5588.938	20282.188	6.472
6598.398	4973.447	24.375
6580.548	6737.042	62.913
6703.271	22282.158	40.838
7434.701	11361.009	12.59
8159.188	9013.027	141.917
8310.76	22118.504	13.546
9120.336	15159.114	120.974
9322.945	13485.596	72.29
9731.146	3030.512	35.037
10577.176	18129.412	124.938
10663.847	1180.498	24.163
11139.904	9160.741	18.873
12649.945	25106.312	9.94
14966.342	27914.309	60.02
15737.223	21369.629	70.229
16749.291	25394.383	-32.485
17277.051	9523.099	56.35
17674.814	25649.963	5.302
19752.354	10752.407	143.374
20859.914	18709.336	119.447
23509.592	20843.352	-3.489
23616.062	26445.555	36.26
24766.584	16510.273	34.099
25354.453	13066.9	40.957
29316.457	22209.623	141.852
6230.293	10817.471	51.585
6394.658	20278.631	64.601
6680.959	3867.018	76.09
8148.007	8986.921	65.217
11937.989	9706.67	14.857
12032.282	14486.248	69.121
13100.578	9516.232	-8.504
14043.447	25036.748	114.822
14238.265	26565.379	89.924
14960.157	19109.369	82.875
18262.291	10213.704	20.086
20305.26	8411.755	152.066
20623.125	12711.444	173.089
